subject,H.period,DD.period.t,UD.period.t,H.t,DD.t.i,UD.t.i,H.i,DD.i.e,UD.i.e,H.e,DD.e.five,UD.e.five,H.five,DD.five.Shift.r,UD.five.Shift.r,H.Shift.r,DD.Shift.r.o,UD.Shift.r.o,H.o,DD.o.a,UD.o.a,H.a,DD.a.n,UD.a.n,H.n,DD.n.l,UD.n.l,H.l,DD.l.Return,UD.l.Return,H.Return
s015,0.0808,0.1325,0.0517,0.0713,0.1093,0.038,0.0566,0.037,-0.0196,0.084,0.3553,0.2713,0.0396,0.2304,0.1908,0.0484,0.1384,0.09,0.0663,0.0521,-0.0142,0.0848,0.0994,0.0146,0.0829,0.1433,0.0604,0.0694,0.229,0.1596,0.0581
s021,0.1533,0.2538,0.1005,0.0805,0.1565,0.076,0.0723,0.09,0.0177,0.0702,0.1948,0.1246,0.0449,0.3137,0.2688,0.0541,0.2173,0.1632,0.0584,0.0617,0.0033,0.0639,0.1967,0.1328,0.076,0.1984,0.1224,0.0536,0.3116,0.258,0.0747
s008,0.0597,0.1565,0.0968,0.0818,0.0963,0.0145,0.0718,0.0993,0.0275,0.0808,0.189,0.1082,0.0826,0.297,0.2144,0.0763,0.0967,0.0204,0.0824,0.0978,0.0154,0.099,0.0795,-0.0195,0.0914,0.0697,-0.0217,0.0924,0.1839,0.0915,0.0937
s025,0.128,0.1625,0.0345,0.076,0.1111,0.0351,0.0861,0.1561,0.07,0.0892,0.5338,0.4446,0.0776,1.4793,1.4017,0.1193,0.4052,0.2859,0.1059,0.1337,0.0278,0.0726,0.1716,0.099,0.0818,0.2813,0.1995,0.1,0.6073,0.5073,0.0739
s040,0.1103,0.3088,0.1985,0.1462,0.1179,-0.0283,0.1291,0.3293,0.2002,0.1859,0.5195,0.3336,0.1345,0.5687,0.4342,0.0992,0.3047,0.2055,0.1216,0.1552,0.0336,0.2421,0.09,-0.1521,0.1622,0.1144,-0.0478,0.1741,0.3214,0.1473,0.1002
s012,0.1254,0.1309,0.0055,0.1064,0.1225,0.0161,0.1605,0.1354,-0.0251,0.1389,0.241,0.1021,0.1256,0.3474,0.2218,0.1682,0.2057,0.0375,0.1188,0.1886,0.0698,0.1758,0.1138,-0.062,0.1956,0.1562,-0.0394,0.1716,0.2895,0.1179,0.1589
s024,0.0834,0.1461,0.0627,0.0547,0.1674,0.1127,0.0483,0.0945,0.0462,0.0715,0.7365,0.665,0.056,0.4276,0.3716,0.0565,0.3139,0.2574,0.0412,0.0949,0.0537,0.0834,0.1587,0.0753,0.0536,0.194,0.1404,0.08,0.2132,0.1332,0.0879
s035,0.0599,0.2956,0.2357,0.0765,0.1311,0.0546,0.0639,0.1138,0.0499,0.0847,0.2092,0.1245,0.0665,0.3462,0.2797,0.1074,0.1623,0.0549,0.0647,0.0613,-0.0034,0.0918,0.1483,0.0565,0.0575,0.1435,0.086,0.0699,0.2676,0.1977,0.0646
s008,0.0784,0.1274,0.049,0.0958,0.1106,0.0148,0.0943,0.089,-0.0053,0.1067,0.1714,0.0647,0.0908,0.2532,0.1624,0.1109,0.1524,0.0415,0.1032,0.1157,0.0125,0.1053,0.1289,0.0236,0.141,0.0837,-0.0573,0.1235,0.1976,0.0741,0.114
s034,0.1008,0.1197,0.0189,0.0963,0.1404,0.0441,0.0576,0.0565,-0.0011,0.0773,0.2208,0.1435,0.062,0.3403,0.2783,0.1227,0.1615,0.0388,0.1074,0.1019,-0.0055,0.1088,0.094,-0.0148,0.1159,0.1172,0.0013,0.09,0.1843,0.0943,0.1068
s037,0.1306,0.2605,0.1299,0.0813,0.1359,0.0546,0.0733,0.0989,0.0256,0.1074,0.3861,0.2787,0.0702,0.3095,0.2393,0.0795,0.147,0.0675,0.0981,0.1064,0.0083,0.1111,0.1291,0.018,0.1269,0.186,0.0591,0.1274,0.2159,0.0885,0.1472
s033,0.1021,0.3539,0.2518,0.1693,0.1474,-0.0219,0.162,0.1591,-0.0029,0.1482,1.1168,0.9686,0.1195,0.5231,0.4036,0.1667,0.2925,0.1258,0.1016,0.1787,0.0771,0.215,0.1728,-0.0422,0.1127,0.2715,0.1588,0.1667,0.3813,0.2146,0.1063
s055,0.1051,0.1203,0.0152,0.1034,0.1229,0.0195,0.0824,0.0726,-0.0098,0.1214,0.1546,0.0332,0.1353,0.2562,0.1209,0.1054,0.099,-0.0064,0.0843,0.083,-0.0013,0.1024,0.0676,-0.0348,0.0681,0.1733,0.1052,0.1205,0.1473,0.0268,0.1298
s046,0.1124,0.2777,0.1653,0.0905,0.1699,0.0794,0.0657,0.1427,0.077,0.082,0.2086,0.1266,0.0615,0.4313,0.3698,0.1161,0.1391,0.023,0.1525,0.1433,-0.0092,0.1177,0.1982,0.0805,0.1343,0.1944,0.0601,0.1118,0.286,0.1742,0.1084
s036,0.0438,1.4775,1.4337,0.0362,0.6963,0.6601,0.0449,1.5852,1.5403,0.0238,2.1297,2.1059,0.0304,0.5215,0.4911,0.0372,0.5826,0.5454,0.0457,0.5176,0.4719,0.0573,0.4635,0.4062,0.0425,0.6617,0.6192,0.0475,5.6724,5.6249,0.0435
s017,0.0766,0.1148,0.0382,0.0547,0.15,0.0953,0.0573,0.0647,0.0074,0.0581,0.1964,0.1383,0.0512,0.3582,0.307,0.0533,0.2001,0.1468,0.0671,0.1028,0.0357,0.064,0.0592,-0.0048,0.0685,0.1479,0.0794,0.0768,0.178,0.1012,0.075
s029,0.108,0.1998,0.0918,0.0613,0.1112,0.0499,0.0581,0.0829,0.0248,0.065,0.4318,0.3668,0.0824,0.4599,0.3775,0.0694,0.1964,0.127,0.07,0.1371,0.0671,0.0847,0.1244,0.0397,0.0544,0.137,0.0826,0.0784,0.2683,0.1899,0.0615
s054,0.0976,0.2191,0.1215,0.081,0.0905,0.0095,0.0799,0.1124,0.0325,0.1021,0.3059,0.2038,0.0726,0.3362,0.2636,0.086,0.1206,0.0346,0.1245,0.1478,0.0233,0.1016,0.0934,-0.0082,0.1588,0.1034,-0.0554,0.1221,0.2618,0.1397,0.1332
s048,0.0907,0.1526,0.0619,0.0728,0.0739,0.0011,0.0541,0.0971,0.043,0.0741,0.2766,0.2025,0.0881,0.3772,0.2891,0.0987,0.14,0.0413,0.1042,0.1185,0.0143,0.0813,0.0729,-0.0084,0.0878,0.12,0.0322,0.0773,0.1906,0.1133,0.0955
s043,0.0639,0.2442,0.1803,0.0765,0.2044,0.1279,0.0644,0.4252,0.3608,0.0799,0.9533,0.8734,0.0551,0.5668,0.5117,0.0443,0.4502,0.4059,0.0504,0.0901,0.0397,0.1089,0.2203,0.1114,0.037,0.2788,0.2418,0.0594,0.3359,0.2765,0.0493
s053,0.0675,0.1632,0.0957,0.0578,0.1016,0.0438,0.1105,0.1274,0.0169,0.0317,0.1794,0.1477,0.053,0.2944,0.2414,0.0575,0.272,0.2145,0.0876,0.1222,0.0346,0.118,0.0958,-0.0222,0.1262,0.0955,-0.0307,0.0879,0.2057,0.1178,0.0918
s029,0.081,0.1509,0.0699,0.0581,0.1209,0.0628,0.0465,0.07,0.0235,0.0737,0.289,0.2153,0.0747,0.2619,0.1872,0.0722,0.1773,0.1051,0.0845,0.1398,0.0553,0.0723,0.0779,0.0056,0.1157,0.099,-0.0167,0.0832,0.2755,0.1923,0.0386
s027,0.0898,0.2225,0.1327,0.0911,0.2357,0.1446,0.1196,0.1291,0.0095,0.1064,0.5685,0.4621,0.0605,0.4066,0.3461,0.0932,0.254,0.1608,0.1302,0.0933,-0.0369,0.0953,0.1801,0.0848,0.0871,0.3547,0.2676,0.1035,0.3591,0.2556,0.0837
s049,0.0847,0.3689,0.2842,0.1292,0.2163,0.0871,0.0747,0.5357,0.461,0.1393,1.5889,1.4496,0.0797,0.6007,0.521,0.1235,0.4223,0.2988,0.1176,0.2092,0.0916,0.1316,0.205,0.0734,0.0726,0.3352,0.2626,0.0876,0.809,0.7214,0.0995
s035,0.0525,0.1664,0.1139,0.0773,0.1509,0.0736,0.0697,0.1196,0.0499,0.1496,0.1311,-0.0185,0.1021,0.334,0.2319,0.119,0.2438,0.1248,0.0755,0.1864,0.1109,0.0762,0.1253,0.0491,0.09,0.1343,0.0443,0.0831,0.2702,0.1871,0.0478
s054,0.057,0.237,0.18,0.0736,0.1198,0.0462,0.0939,0.0918,-0.0021,0.1171,0.2635,0.1464,0.0936,0.3906,0.297,0.0823,0.1256,0.0433,0.0623,0.1078,0.0455,0.1196,0.0932,-0.0264,0.0789,0.1749,0.096,0.0973,0.3142,0.2169,0.0723
s032,0.1071,0.0938,-0.0133,0.1021,0.182,0.0799,0.0952,0.0675,-0.0277,0.0842,0.4624,0.3782,0.0997,0.2965,0.1968,0.1329,0.3191,0.1862,0.0902,0.1699,0.0797,0.143,0.1243,-0.0187,0.0828,0.587,0.5042,0.1445,0.3134,0.1689,0.1074
s056,0.0863,0.11,0.0237,0.0863,0.1153,0.029,0.1163,0.0501,-0.0662,0.0773,0.139,0.0617,0.0894,0.2354,0.146,0.0919,0.1734,0.0815,0.1237,0.1362,0.0125,0.0918,0.0884,-0.0034,0.0697,0.1612,0.0915,0.134,0.1389,0.0049,0.0897
s040,0.0995,0.342,0.2425,0.1042,0.1095,0.0053,0.1187,0.1733,0.0546,0.1171,0.5003,0.3832,0.062,0.3614,0.2994,0.0686,0.581,0.5124,0.082,0.5974,0.5154,0.1195,0.1357,0.0162,0.0944,0.2761,0.1817,0.0939,0.3952,0.3013,0.1082
s053,0.0921,0.1324,0.0403,0.0639,0.079,0.0151,0.1024,0.1013,-0.0011,0.0475,0.1596,0.1121,0.053,0.7384,0.6854,0.0784,0.2364,0.158,0.1047,0.1082,0.0035,0.114,0.1085,-0.0055,0.1066,0.0715,-0.0351,0.1142,0.1985,0.0843,0.114
s043,0.0599,0.2165,0.1566,0.0741,0.2492,0.1751,0.0636,0.2844,0.2208,0.0773,0.4573,0.38,0.0678,0.5816,0.5138,0.0578,0.4276,0.3698,0.0515,0.1001,0.0486,0.0955,0.2008,0.1053,0.053,0.3093,0.2563,0.0551,0.339,0.2839,0.0338
s010,0.0821,0.147,0.0649,0.0494,0.107,0.0576,0.0774,0.0956,0.0182,0.0697,0.1932,0.1235,0.0586,0.1941,0.1355,0.0581,0.1299,0.0718,0.0866,0.0922,0.0056,0.0602,0.1204,0.0602,0.0821,0.2296,0.1475,0.0921,0.2047,0.1126,0.081
s027,0.0858,0.1984,0.1126,0.0813,0.2252,0.1439,0.0784,0.0853,0.0069,0.0853,0.6587,0.5734,0.0739,0.3862,0.3123,0.0929,0.1547,0.0618,0.1154,0.0827,-0.0327,0.1331,0.1207,-0.0124,0.1339,0.1621,0.0282,0.1074,0.2867,0.1793,0.0602
s040,0.1171,0.2916,0.1745,0.1132,0.1665,0.0533,0.134,0.1731,0.0391,0.1327,0.36,0.2273,0.1126,0.4086,0.296,0.0565,0.2322,0.1757,0.1045,0.1212,0.0167,0.168,0.1414,-0.0266,0.1465,0.1063,-0.0402,0.1309,0.3792,0.2483,0.1163
s040,0.1192,0.6159,0.4967,0.1321,0.0741,-0.058,0.1464,0.6456,0.4992,0.1335,0.6533,0.5198,0.095,0.382,0.287,0.0973,0.3922,0.2949,0.1357,0.1291,-0.0066,0.2095,0.0974,-0.1121,0.2089,0.1361,-0.0728,0.1461,0.7306,0.5845,0.1295
s044,0.0757,0.3227,0.247,0.0517,0.1008,0.0491,0.0623,0.1631,0.1008,0.0504,0.2767,0.2263,0.0517,0.4241,0.3724,0.0522,0.3244,0.2722,0.0612,0.4537,0.3925,0.0907,0.1841,0.0934,0.053,0.1928,0.1398,0.0778,0.3153,0.2375,0.067
s016,0.142,0.3734,0.2314,0.0631,0.2531,0.19,0.0697,0.4101,0.3404,0.0832,0.7595,0.6763,0.0618,1.0161,0.9543,0.0861,0.5846,0.4985,0.0916,0.373,0.2814,0.1267,0.3653,0.2386,0.1243,0.5552,0.4309,0.0919,0.4185,0.3266,0.1019
s054,0.1105,0.2985,0.188,0.0863,0.0884,0.0021,0.0878,0.1089,0.0211,0.1037,0.2118,0.1081,0.0633,0.3091,0.2458,0.0913,0.1178,0.0265,0.0897,0.1338,0.0441,0.1021,0.0718,-0.0303,0.0892,0.1739,0.0847,0.0981,0.1885,0.0904,0.1045
s010,0.0803,0.1206,0.0403,0.0626,0.1101,0.0475,0.081,0.0979,0.0169,0.0663,0.1832,0.1169,0.0634,0.2042,0.1408,0.0557,0.1138,0.0581,0.085,0.1242,0.0392,0.0584,0.0875,0.0291,0.08,0.2114,0.1314,0.094,0.1807,0.0867,0.0834
s048,0.0902,0.1466,0.0564,0.0987,0.0707,-0.028,0.0977,0.1091,0.0114,0.1095,0.2841,0.1746,0.0892,0.4337,0.3445,0.1245,0.1726,0.0481,0.0842,0.1732,0.089,0.0918,0.0855,-0.0063,0.114,0.1894,0.0754,0.0973,0.1887,0.0914,0.0871
s049,0.0752,0.3383,0.2631,0.1348,0.1715,0.0367,0.0599,0.1862,0.1263,0.1142,0.322,0.2078,0.0958,0.5439,0.4481,0.1222,0.1784,0.0562,0.0997,0.1723,0.0726,0.1646,0.1837,0.0191,0.091,0.298,0.207,0.0802,0.4643,0.3841,0.0778
s049,0.1132,0.7922,0.679,0.1366,0.2321,0.0955,0.1074,0.2823,0.1749,0.1509,0.9992,0.8483,0.0781,3.8486,3.7705,0.1332,1.0963,0.9631,0.0894,0.1628,0.0734,0.1648,0.2007,0.0359,0.0723,0.446,0.3737,0.081,0.9936,0.9126,0.0604
s043,0.0612,0.232,0.1708,0.0849,0.2468,0.1619,0.0697,0.1575,0.0878,0.0929,0.4858,0.3929,0.0578,0.6301,0.5723,0.0525,0.5803,0.5278,0.0557,0.1307,0.075,0.1039,2.1814,2.0775,0.0773,0.2511,0.1738,0.0575,0.2684,0.2109,0.0446
s044,0.086,0.2202,0.1342,0.0509,0.11,0.0591,0.0464,0.1498,0.1034,0.0462,0.2508,0.2046,0.0428,0.5403,0.4975,0.0612,0.3281,0.2669,0.0665,0.1046,0.0381,0.0923,0.1926,0.1003,0.0372,0.164,0.1268,0.0689,0.1996,0.1307,0.0644
s047,0.0818,0.1793,0.0975,0.0849,0.4391,0.3542,0.0388,0.1253,0.0865,0.0834,0.4848,0.4014,0.0944,0.4159,0.3215,0.1055,0.6548,0.5493,0.0533,0.1468,0.0935,0.0886,0.1567,0.0681,0.0636,0.2316,0.168,0.0876,0.2246,0.137,0.0886
s005,0.0676,0.1836,0.116,0.1399,0.2033,0.0634,0.0869,0.1701,0.0832,0.1143,0.2354,0.1211,0.1066,0.3986,0.292,0.1325,0.2325,0.1,0.0887,0.169,0.0803,0.1085,0.135,0.0265,0.0979,0.2016,0.1037,0.0871,0.3609,0.2738,0.0839
s026,0.0766,0.3085,0.2319,0.0702,0.2594,0.1892,0.0837,0.1793,0.0956,0.0903,0.2418,0.1515,0.0668,0.3258,0.259,0.0829,0.1716,0.0887,0.0818,0.1378,0.056,0.0911,0.0824,-0.0087,0.084,0.1492,0.0652,0.095,0.2076,0.1126,0.0921
s050,0.0784,0.5556,0.4772,0.0847,0.1765,0.0918,0.0683,0.1738,0.1055,0.1002,0.2943,0.1941,0.0781,0.2837,0.2056,0.128,0.1462,0.0182,0.1076,0.132,0.0244,0.1208,0.0794,-0.0414,0.1098,0.2593,0.1495,0.0987,0.2922,0.1935,0.0834
s017,0.076,0.1377,0.0617,0.0496,0.1087,0.0591,0.0512,0.0977,0.0465,0.0684,0.2299,0.1615,0.0626,0.4255,0.3629,0.0536,0.206,0.1524,0.0665,0.1133,0.0468,0.0774,0.0901,0.0127,0.042,0.1681,0.1261,0.0723,0.188,0.1157,0.047
s039,0.0707,0.1202,0.0495,0.0995,0.1855,0.086,0.0723,0.167,0.0947,0.0686,0.2002,0.1316,0.0839,0.4387,0.3548,0.1546,0.1802,0.0256,0.096,0.1473,0.0513,0.0923,0.1617,0.0694,0.0799,0.188,0.1081,0.0849,0.2037,0.1188,0.0828
s048,0.0907,0.1239,0.0332,0.1042,0.0849,-0.0193,0.0671,0.1233,0.0562,0.1221,0.3041,0.182,0.1092,0.3952,0.286,0.0907,0.129,0.0383,0.0826,0.175,0.0924,0.0955,0.2978,0.2023,0.0604,0.1709,0.1105,0.1147,0.208,0.0933,0.091
s047,0.0562,0.213,0.1568,0.0799,0.4641,0.3842,0.0641,0.1208,0.0567,0.076,0.596,0.52,0.0662,0.4653,0.3991,0.071,0.2789,0.2079,0.061,0.1568,0.0958,0.077,0.1214,0.0444,0.0683,0.2484,0.1801,0.0942,0.217,0.1228,0.0886
s010,0.0734,0.1507,0.0773,0.0528,0.094,0.0412,0.081,0.1491,0.0681,0.0615,0.1826,0.1211,0.0565,0.1946,0.1381,0.0592,0.1147,0.0555,0.0826,0.113,0.0304,0.0663,0.0843,0.018,0.0869,0.2001,0.1132,0.0779,0.1942,0.1163,0.0715
s029,0.0966,0.1583,0.0617,0.0565,0.1088,0.0523,0.0557,0.0745,0.0188,0.0861,0.4223,0.3362,0.0945,0.2798,0.1853,0.0908,0.1267,0.0359,0.0869,0.1071,0.0202,0.0816,0.098,0.0164,0.1078,0.08,-0.0278,0.1017,0.214,0.1123,0.0779
s012,0.1819,0.1762,-0.0057,0.1413,0.1667,0.0254,0.1454,0.0934,-0.052,0.1301,0.1618,0.0317,0.0979,0.2727,0.1748,0.1428,0.1532,0.0104,0.1198,0.1708,0.051,0.1822,0.108,-0.0742,0.155,0.08,-0.075,0.1621,0.2715,0.1094,0.1185
s026,0.0887,0.2024,0.1137,0.0818,0.1713,0.0895,0.09,0.1811,0.0911,0.1048,0.3352,0.2304,0.0808,0.3537,0.2729,0.093,0.2126,0.1196,0.0993,0.1918,0.0925,0.0892,0.1083,0.0191,0.0895,0.1592,0.0697,0.1082,0.2363,0.1281,0.0953
s029,0.0803,0.1594,0.0791,0.0713,0.1194,0.0481,0.0523,0.0674,0.0151,0.0913,0.1815,0.0902,0.0681,0.2729,0.2048,0.0748,0.196,0.1212,0.1109,0.1274,0.0165,0.1019,0.1524,0.0505,0.1048,0.0942,-0.0106,0.1148,0.2524,0.1376,0.0615
s013,0.0839,0.0978,0.0139,0.062,0.1328,0.0708,0.0892,0.199,0.1098,0.0317,0.2204,0.1887,0.0876,0.2856,0.198,0.0972,0.1144,0.0172,0.0768,0.0856,0.0088,0.1054,0.0848,-0.0206,0.0682,0.122,0.0538,0.0826,0.178,0.0954,0.0679
s039,0.0815,0.2096,0.1281,0.0865,0.1166,0.0301,0.0884,0.172,0.0836,0.0849,0.2102,0.1253,0.0947,0.4885,0.3938,0.1855,0.3387,0.1532,0.0926,0.1333,0.0407,0.1126,0.1243,0.0117,0.0966,0.21,0.1134,0.0981,0.1961,0.098,0.105
s035,0.0496,0.2122,0.1626,0.1034,0.4299,0.3265,0.0499,0.1707,0.1208,0.0707,0.2015,0.1308,0.0586,0.3759,0.3173,0.1148,0.1562,0.0414,0.0712,0.1631,0.0919,0.0689,0.07,0.0011,0.1053,0.1844,0.0791,0.0871,0.2779,0.1908,0.0441
s007,0.0934,0.1656,0.0722,0.0684,0.1043,0.0359,0.0797,0.1304,0.0507,0.0842,0.2278,0.1436,0.0816,0.3662,0.2846,0.0974,0.1869,0.0895,0.1064,0.1928,0.0864,0.08,0.0975,0.0175,0.1201,0.1116,-0.0085,0.089,0.2625,0.1735,0.0668
s040,0.0973,0.5608,0.4635,0.1261,0.1443,0.0182,0.1058,0.1256,0.0198,0.1142,1.9192,1.805,0.0689,0.6837,0.6148,0.0871,0.3238,0.2367,0.1403,0.5723,0.432,0.0694,0.0375,-0.0319,0.0792,0.5715,0.4923,0.0894,2.0737,1.9843,0.1472
s032,0.1103,0.0806,-0.0297,0.0795,0.1663,0.0868,0.0832,0.0623,-0.0209,0.0687,0.1446,0.0759,0.072,0.2095,0.1375,0.095,0.157,0.062,0.0744,0.0673,-0.0071,0.0903,0.1136,0.0233,0.053,0.1593,0.1063,0.0702,0.1922,0.122,0.0461
s052,0.0675,0.5062,0.4387,0.0763,0.0475,-0.0288,0.1185,0.1048,-0.0137,0.0427,0.261,0.2183,0.0509,0.3184,0.2675,0.0559,0.2287,0.1728,0.0644,0.4303,0.3659,0.1006,0.0966,-0.004,0.1083,0.0647,-0.0436,0.0887,0.3077,0.219,0.077
s033,0.1364,0.2719,0.1355,0.1699,0.1836,0.0137,0.1316,0.1522,0.0206,0.1427,0.3004,0.1577,0.11,0.4914,0.3814,0.1717,0.2709,0.0992,0.1501,0.2087,0.0586,0.2084,0.1783,-0.0301,0.0974,0.2356,0.1382,0.1266,0.3512,0.2246,0.1129
s050,0.0828,0.1829,0.1001,0.0631,0.132,0.0689,0.0744,0.1121,0.0377,0.0765,0.3964,0.3199,0.0612,0.2688,0.2076,0.1011,0.1214,0.0203,0.0913,0.1223,0.031,0.118,0.0879,-0.0301,0.0887,0.1689,0.0802,0.0813,0.2165,0.1352,0.0863
s041,0.1875,0.2323,0.0448,0.1364,0.1612,0.0248,0.1277,0.1372,0.0095,0.163,0.3189,0.1559,0.095,0.5149,0.4199,0.1354,0.1111,-0.0243,0.1715,0.2014,0.0299,0.1975,0.1448,-0.0527,0.135,0.1891,0.0541,0.1609,0.2905,0.1296,0.1002
s008,0.1106,0.2164,0.1058,0.0826,0.0879,0.0053,0.0845,0.1125,0.028,0.1077,0.3732,0.2655,0.0874,0.3042,0.2168,0.1001,0.1244,0.0243,0.1117,0.0793,-0.0324,0.1225,0.1381,0.0156,0.0755,0.2877,0.2122,0.0734,0.214,0.1406,0.0784
s047,0.1018,0.145,0.0432,0.1016,0.2335,0.1319,0.0828,0.2007,0.1179,0.0878,0.6247,0.5369,0.0915,0.364,0.2725,0.1066,0.638,0.5314,0.0789,0.1499,0.071,0.0707,0.1161,0.0454,0.1356,0.1752,0.0396,0.1084,0.2304,0.122,0.0718
s055,0.0586,0.4525,0.3939,0.1061,0.0871,-0.019,0.0715,0.0876,0.0161,0.0931,0.1772,0.0841,0.0926,0.2103,0.1177,0.118,0.1008,-0.0172,0.094,0.0975,0.0035,0.0982,0.0518,-0.0464,0.0586,0.1712,0.1126,0.1205,0.1273,0.0068,0.1188
s008,0.0855,0.182,0.0965,0.0722,0.0708,-0.0014,0.0848,0.1249,0.0401,0.0898,0.1977,0.1079,0.0924,0.2791,0.1867,0.0901,0.1091,0.019,0.0961,0.1149,0.0188,0.1215,0.0542,-0.0673,0.1059,0.085,-0.0209,0.0972,0.1905,0.0933,0.0842
s036,0.061,0.4198,0.3588,0.0544,0.3342,0.2798,0.0525,0.3481,0.2956,0.0559,0.4636,0.4077,0.0496,0.6549,0.6053,0.0435,0.6641,0.6206,0.0451,0.2274,0.1823,0.0641,0.4357,0.3716,0.0522,0.7262,0.674,0.0451,0.9339,0.8888,0.061
s016,0.1275,0.3858,0.2583,0.0671,0.2128,0.1457,0.0911,0.1787,0.0876,0.0956,0.7038,0.6082,0.0731,0.7746,0.7015,0.1122,0.2109,0.0987,0.1061,0.1698,0.0637,0.0998,0.2186,0.1188,0.1148,0.3943,0.2795,0.0916,0.6058,0.5142,0.0855
s041,0.1525,0.2244,0.0719,0.1097,0.2302,0.1205,0.1345,0.1728,0.0383,0.1691,0.2208,0.0517,0.0873,0.3785,0.2912,0.1544,0.233,0.0786,0.1728,0.1657,-0.0071,0.1615,0.2655,0.104,0.1791,0.3618,0.1827,0.1667,0.2797,0.113,0.1142
s025,0.0948,0.1633,0.0685,0.0668,0.141,0.0742,0.0618,0.1159,0.0541,0.0715,0.5528,0.4813,0.0705,0.3374,0.2669,0.0732,0.1197,0.0465,0.0866,0.1031,0.0165,0.0737,0.0967,0.023,0.0766,0.1684,0.0918,0.0953,0.5916,0.4963,0.1011
s048,0.1224,0.1896,0.0672,0.0929,0.0842,-0.0087,0.0715,0.1369,0.0654,0.106,0.3104,0.2044,0.0857,0.396,0.3103,0.0836,0.1266,0.043,0.0873,0.1357,0.0484,0.0897,0.0831,-0.0066,0.0858,0.114,0.0282,0.119,0.2236,0.1046,0.095
s049,0.0784,0.4517,0.3733,0.1171,0.2477,0.1306,0.0749,0.4478,0.3729,0.1174,2.9907,2.8733,0.1076,1.4222,1.3146,0.1445,1.0899,0.9454,0.1002,0.1915,0.0913,0.144,0.2163,0.0723,0.0733,0.4541,0.3808,0.066,0.7486,0.6826,0.0704
s055,0.0944,0.0957,0.0013,0.0865,0.1314,0.0449,0.0734,0.066,-0.0074,0.0578,0.7656,0.7078,0.0807,0.2551,0.1744,0.114,0.105,-0.009,0.0887,0.0837,-0.005,0.0967,0.0645,-0.0322,0.0631,0.1886,0.1255,0.0905,0.2486,0.1581,0.0931
s056,0.0815,0.1434,0.0619,0.0786,0.1047,0.0261,0.0876,0.0823,-0.0053,0.0858,0.5906,0.5048,0.0741,0.243,0.1689,0.1258,0.2322,0.1064,0.0786,0.0956,0.017,0.0768,0.0969,0.0201,0.0599,0.1609,0.101,0.1161,0.1059,-0.0102,0.1087
s031,0.0715,0.1989,0.1274,0.0589,0.1405,0.0816,0.0591,0.1317,0.0726,0.0615,0.9265,0.865,0.0586,0.6818,0.6232,0.0813,0.5104,0.4291,0.0908,0.23,0.1392,0.109,0.164,0.055,0.0758,0.2064,0.1306,0.0739,0.9061,0.8322,0.0874
s018,0.0916,0.1541,0.0625,0.0713,0.1587,0.0874,0.0665,0.2418,0.1753,0.1138,0.2624,0.1486,0.1077,0.3232,0.2155,0.1753,0.2566,0.0813,0.0702,0.1231,0.0529,0.156,0.127,-0.029,0.1228,0.0488,-0.074,0.1402,0.2895,0.1493,0.0652
s057,0.0868,0.0822,-0.0046,0.0684,0.1402,0.0718,0.0563,0.0225,-0.0338,0.0568,0.1375,0.0807,0.0683,0.219,0.1507,0.0844,0.2633,0.1789,0.0923,0.1095,0.0172,0.0855,0.0961,0.0106,0.0686,0.101,0.0324,0.1087,0.2064,0.0977,0.0992
s054,0.0968,0.3277,0.2309,0.082,0.0934,0.0114,0.101,0.1174,0.0164,0.1084,0.2471,0.1387,0.0752,0.3111,0.2359,0.0907,0.1232,0.0325,0.0762,0.142,0.0658,0.108,0.0729,-0.0351,0.0853,0.1892,0.1039,0.0881,0.2243,0.1362,0.119
s018,0.0876,0.1387,0.0511,0.0758,0.1265,0.0507,0.0573,0.0792,0.0219,0.0768,0.251,0.1742,0.1169,0.3097,0.1928,0.127,0.1766,0.0496,0.0837,0.1152,0.0315,0.1048,0.1027,-0.0021,0.1035,0.0549,-0.0486,0.099,0.2979,0.1989,0.0465
s018,0.1056,0.1586,0.053,0.0763,0.122,0.0457,0.0573,0.0478,-0.0095,0.0929,0.5259,0.433,0.0858,0.8615,0.7757,0.1193,0.2273,0.108,0.0927,0.1635,0.0708,0.1043,0.0798,-0.0245,0.1486,0.0496,-0.099,0.1188,0.272,0.1532,0.0845
s044,0.0678,0.2805,0.2127,0.0581,0.1581,0.1,0.0562,0.1973,0.1411,0.0752,0.3998,0.3246,0.0686,0.4141,0.3455,0.0596,0.3513,0.2917,0.0889,0.132,0.0431,0.0776,0.1953,0.1177,0.0707,0.2355,0.1648,0.0784,0.2339,0.1555,0.076
s007,0.0905,0.1192,0.0287,0.0903,0.1518,0.0615,0.0893,0.0299,-0.0594,0.1014,0.2571,0.1557,0.0702,0.2374,0.1672,0.1239,0.164,0.0401,0.1065,0.0925,-0.014,0.1239,0.0946,-0.0293,0.1439,0.1566,0.0127,0.1,0.5596,0.4596,0.0961
s048,0.1242,0.1951,0.0709,0.0947,0.0765,-0.0182,0.0937,0.1059,0.0122,0.1227,0.3912,0.2685,0.0968,0.4266,0.3298,0.082,0.1314,0.0494,0.0802,0.1649,0.0847,0.1211,0.0897,-0.0314,0.1196,0.1169,-0.0027,0.1156,0.2141,0.0985,0.1068
